Наименование,Оценка,Количество оценок,Адрес,Координаты объекта,Количество отзывов,Автор,Статус автора,Оценка автора,Дата,Текст,Like,Dislike,source,Оценка_автора_число,clean_text,review_length,category,sentiment,issue_type,delivery_speed
Сарма,"4,3",28 оценок,"Байкальская ул., 244В","104.332590,52.255724",5.0,Валентина Г.,Знаток города 5 уровня,2.0,22 июля 2019,"мебель и матрасы не качественные, цена и качество не соответствуют",4.0,1.0,Yandex,2.0,мебель и матрасы не качественные цена и качество не соответствуют,66,Матрасы,positive,Качество,unknown
Ярника,,,"5А, микрорайон Берёзовый","104.135304,52.358968",1.0,Ольга,Знаток города 5 уровня,5.0,18 декабря 2019,"Достаточно недорогие цены на мебель, вежливые консультанты, помогут подобрать мебель даже самому капризному клиенту :)",,,Yandex,5.0,достаточно недорогие цены на мебель вежливые консультанты помогут подобрать мебель даже самому капризному клиенту,118,Другое,neutral,Другое,fast
Сарма,"3,9",8 оценок,"Трактовая ул., 5Б","104.235385,52.312336",2.0,Михаил К.,Знаток города 7 уровня,5.0,6 сентября 2023,Очень внимательный продавец. Прямо уговорил прилечь :-). Мебель добротная.,,,Yandex,5.0,очень внимательный продавец прямо уговорил прилечь мебель добротная,74,Другое,neutral,Другое,unknown
Сарма,"3,9",8 оценок,"Трактовая ул., 5Б","104.235385,52.312336",2.0,Михаил,Знаток города 15 уровня,5.0,30 августа 2022,Отличные кровати и матрасы. Грамотные консультанты.,,,Yandex,5.0,отличные кровати и матрасы грамотные консультанты,51,Матрасы,positive,Другое,unknown
Мария,"4,4",6 оценок,"Академическая ул., 31","104.303093,52.233836",6.0,Саша Щербина,Знаток города 3 уровня,5.0,13 июня 2023,"Благодарю компанию «Кухни Мария» за подбор и установку кухонного гарнитура. Рад сотрудничеству, помогли подобрать прекрасный вариант. Сотрудники в компании проявили себя чутко и грамотно на протяжении всей работы с нами.",,,Yandex,5.0,благодарю компанию кухни мария за подбор и установку кухонного гарнитура рад сотрудничеству помогли подобрать прекрасный вариант сотрудники в компании проявили себя чутко и грамотно на протяжении всей работы с нами,220,Кухня,positive,Другое,unknown
Мария,"4,4",6 оценок,"Академическая ул., 31","104.303093,52.233836",6.0,иван кузьмичев,Знаток города 3 уровня,5.0,28 июня 2023,"Друзья, большое спасибо за кухню! В сроки уложились, качество - супер.
Хотелось бы больше ваших салонов по всему городу - не всем удобно ездить в центр.
Рад, что послушал вашего дизайнера;))",,,Yandex,5.0,друзья большое спасибо за кухню в сроки уложились качество супер хотелось бы больше ваших салонов по всему городу не всем удобно ездить в центр рад что послушал вашего дизайнера,190,Кухня,positive,Сервис/Доставка,fast
Мария,"4,4",6 оценок,"Академическая ул., 31","104.303093,52.233836",6.0,Марселина Прокофьева,Знаток города 5 уровня,5.0,9 мая 2023,"Уже насколько недель как нам привезли и собрали кухню. Всё очень нравиться, собрали качественно. Механизмы работают четко. За всеми использования ни каких недочетов не выявлено!",,,Yandex,5.0,уже насколько недель как нам привезли и собрали кухню всё очень нравиться собрали качественно механизмы работают четко за всеми использования ни каких недочетов не выявлено,177,Кухня,positive,Сервис/Доставка,unknown
Мария,"4,4",6 оценок,"Академическая ул., 31","104.303093,52.233836",6.0,Ольга Ковальчук,Знаток города 3 уровня,5.0,4 июня 2022,"Очень понравился подход к делу! Качество и услуги оказанной и материалов на высоте! Спасибо вам! Кухня вписалась в интерьер / дизайн и в нашу планировку, довольны на все 100500% и такие умочки специалисты.. Их дизайнеру Свете особое спасибо ❤️",,,Yandex,5.0,очень понравился подход к делу качество и услуги оказанной и материалов на высоте спасибо вам кухня вписалась в интерьер дизайн и в нашу планировку довольны на все и такие умочки специалисты их дизайнеру свете особое спасибо,243,Кухня,positive,Качество,unknown
Мария,"4,4",6 оценок,"Академическая ул., 31","104.303093,52.233836",6.0,Евгения Любимая,Знаток города 5 уровня,5.0,8 апреля 2023,"Кухню привезли точно в срок и оговоренный час. Пунктуальные. Установили, варочную поверхность, мойку и технику подключили, мусор за собой убрали. Приятно иметь дело с такой компанией.",,,Yandex,5.0,кухню привезли точно в срок и оговоренный час пунктуальные установили варочную поверхность мойку и технику подключили мусор за собой убрали приятно иметь дело с такой компанией,183,Кухня,neutral,Сервис/Доставка,fast
Мария,"4,4",6 оценок,"Академическая ул., 31","104.303093,52.233836",6.0,Turova Milana,Знаток города 4 уровня,5.0,11 сентября 2022,Я долго выбирала все для нашей новой кухни. Современную фурнитуру без ручек на дверьках мне показала дизайнер и я сразу захотела на своей кухне такую же. В итоге учли все мои пожелания) Спасибо Марии!,,,Yandex,5.0,я долго выбирала все для нашей новой кухни современную фурнитуру без ручек на дверьках мне показала дизайнер и я сразу захотела на своей кухне такую же в итоге учли все мои пожелания спасибо марии,200,Кухня,positive,Другое,slow
DIVAN BOSS,"3,9",14 оценок,"Академическая ул., 31","104.302504,52.234070",8.0,Дарья Акулиничева,Знаток города 2 уровня,2.0,10 декабря 2023,"Если хотите потрепать себе нервы , то вам сюда . Доставку согласовали н определенный день . Весь день прождали , позвонили сами - на что нам ответили «А мы к вам сегодня и не собирались» обговорили другую дату , сидим ждём . Решили сами позвонить , сегодня не приедем . Как будто люди ничем не заняты и могут ждать днями доставку . По телефонам которые дали в договоре , никто , ничего не знает . Написали на сайт , тоже помочь не могут , сидите и ждите . Чего ждите . Все эмоции от покупки испорчены . Больше ни ногой в эту компанию , деньги получили и дальше вообще все равно как что будет . Ужас , слов нет . Лучше переплатить , и не трепать себе нервы .",2.0,,Yandex,2.0,если хотите потрепать себе нервы то вам сюда доставку согласовали н определенный день весь день прождали позвонили сами на что нам ответили а мы к вам сегодня и не собирались обговорили другую дату сидим ждём решили сами позвонить сегодня не приедем как будто люди ничем не заняты и могут ждать днями доставку по телефонам которые дали в договоре никто ничего не знает написали на сайт тоже помочь не могут сидите и ждите чего ждите все эмоции от покупки испорчены больше ни ногой в эту компанию деньги получили и дальше вообще все равно как что будет ужас слов нет лучше переплатить и не трепать себе нервы,657,Другое,neutral,Сервис/Доставка,slow
DIVAN BOSS,"3,9",14 оценок,"Академическая ул., 31","104.302504,52.234070",8.0,Архипов Павел,Знаток города 4 уровня,1.0,26 ноября 2023,"Идёт по срокам договора просрочка по доставке. Завтра крайняя дата, сегодня привезут только часть заказа… Должны были привезти еще с утра, но уже 5 вечера, никого еще нету. Кормят только отложками, сидим ждём. Абсолютно ненадёжная компания в качестве сервиса. Про качество мебели пока сказать ничего не могу. Но делового подхода абсолютно никакого нет. Не рекомендую сотрудничать с этой компанией",2.0,,Yandex,1.0,идёт по срокам договора просрочка по доставке завтра крайняя дата сегодня привезут только часть заказа должны были привезти еще с утра но уже вечера никого еще нету кормят только отложками сидим ждём абсолютно ненадёжная компания в качестве сервиса про качество мебели пока сказать ничего не могу но делового подхода абсолютно никакого нет не рекомендую сотрудничать с этой компанией,396,Другое,positive,Сервис/Доставка,unknown
DIVAN BOSS,"3,9",14 оценок,"Академическая ул., 31","104.302504,52.234070",8.0,Ирина Ш.,Знаток города 3 уровня,1.0,3 августа 2023,"Самые худшие впечатления остались от этого магазина. 
1. доставка задерживалась несколько раз, и никто не мог дать ответ по какой причине это происходит. 
2. в доставке работают нерусские парни, неприятная ситуация, принимала кресло, когда была дома одна, они так сильно суетились, что толком не дали проверить товар, в итоге оказалось, что спинке кресла есть брак на ткани, этого не было видно, если его не разложить. Менеджер помог составить претензию и попросить заменить испорченную часть, на что офис выдал отказ, объясняя это тем, что мы якобы за неделю использования в ходе эксплуатации мы сами шоркали ткань до состояния сетки. 
3. доставщики просили поставить оценку за их работу, когда пришло уведомление на телефон, олин из грузчиков аж выхватил его из рук. чтоб поставить себе хорошую оценку. Еще раз я бы точно не связалась с этой фирмой. клиенты для них видимо мусор, деньги сняли и до свидания.",2.0,,Yandex,1.0,самые худшие впечатления остались от этого магазина доставка задерживалась несколько раз и никто не мог дать ответ по какой причине это происходит в доставке работают нерусские парни неприятная ситуация принимала кресло когда была дома одна они так сильно суетились что толком не дали проверить товар в итоге оказалось что спинке кресла есть брак на ткани этого не было видно если его не разложить менеджер помог составить претензию и попросить заменить испорченную часть на что офис выдал отказ объясняя это тем что мы якобы за неделю использования в ходе эксплуатации мы сами шоркали ткань до состояния сетки доставщики просили поставить оценку за их работу когда пришло уведомление на телефон олин из грузчиков аж выхватил его из рук чтоб поставить себе хорошую оценку еще раз я бы точно не связалась с этой фирмой клиенты для них видимо мусор деньги сняли и до свидания,909,Мягкая мебель,neutral,Сервис/Доставка,fast
DIVAN BOSS,"3,9",14 оценок,"Академическая ул., 31","104.302504,52.234070",8.0,Елена,Знаток города 8 уровня,5.0,15 января 2023,"Dandy 2 soro grey.

БЫСТРОЕ изготовление дивана, 10.12 оформление заказа, а уже 14.01 в моей квартире. Приятно удивлена. 
По доставке отработали очень хорошо, мне не пришлось долго ждать экспедитора с грузчиком. Вежливые ребята!
Сам диван очень красивого цвета, ткань 2 категории, удобная раскладка, выполнен не чопорно. 
По работе менеджера конечно много минусов, но все это было решаемо в краткие сроки. 
При необходимости обращусь еще.",3.0,1.0,Yandex,5.0,быстрое изготовление дивана оформление заказа а уже в моей квартире приятно удивлена по доставке отработали очень хорошо мне не пришлось долго ждать экспедитора с грузчиком вежливые ребята сам диван очень красивого цвета ткань категории удобная раскладка выполнен не чопорно по работе менеджера конечно много минусов но все это было решаемо в краткие сроки при необходимости обращусь еще,438,Мягкая мебель,positive,Сервис/Доставка,fast
DIVAN BOSS,"3,9",14 оценок,"Академическая ул., 31","104.302504,52.234070",8.0,Екатерина,Знаток города 4 уровня,2.0,6 апреля 2023,"Оформили заказ 13.02.2023 и 14.02.2023 две тахты и диван, сегодня - 07.04.2023!!! привезли 1 тахту и диван! По второй тахте ничего пояснить не могут! Привезли одним рейсом, но оплату за доставку потребовали как за два! Это как??? А когда привезут недостающую тахту, которую сами не изготовили вместе с первой, то нам еще раз оплачивать доставку?! Отвратительное отношение к клиенту! Никому не буду рекомендовать!",2.0,1.0,Yandex,2.0,оформили заказ и две тахты и диван сегодня привезли тахту и диван по второй тахте ничего пояснить не могут привезли одним рейсом но оплату за доставку потребовали как за два это как а когда привезут недостающую тахту которую сами не изготовили вместе с первой то нам еще раз оплачивать доставку отвратительное отношение к клиенту никому не буду рекомендовать,412,Мягкая мебель,neutral,Сервис/Доставка,unknown
DIVAN BOSS,"3,9",14 оценок,"Академическая ул., 31","104.302504,52.234070",8.0,Дмитрий П.,Знаток города 4 уровня,1.0,21 июня 2023,"Ужас, не советую здесь что либо покупать, во первых долго идёт доставка, во вторых не качественные комплектующие, которые отказались заменить по гарантии",1.0,1.0,Yandex,1.0,ужас не советую здесь что либо покупать во первых долго идёт доставка во вторых не качественные комплектующие которые отказались заменить по гарантии,153,Другое,neutral,Сервис/Доставка,slow
DIVAN BOSS,"3,9",14 оценок,"Академическая ул., 31","104.302504,52.234070",8.0,Александр Татауров,Знаток города 6 уровня,5.0,19 февраля 2023,"Удобное расположение, приемлимые цены, широкий ассортимент",,,Yandex,5.0,удобное расположение приемлимые цены широкий ассортимент,58,Другое,neutral,Другое,unknown
DIVAN BOSS,"3,9",14 оценок,"Академическая ул., 31","104.302504,52.234070",8.0,Денис Захаров,Знаток города 11 уровня,5.0,13 июля 2023,Диваны на любой вкус не уже асконы,,,Yandex,5.0,диваны на любой вкус не уже асконы,34,Мягкая мебель,neutral,Другое,unknown
Moon Trade,,,"243, Иркутск","104.333812,52.284684",1.0,Марина Я,Знаток города 3 уровня,5.0,23 июля 2022,"Покупали в этом салоне диван Moon! Хочу сказать большое спасибо фабрике Moon качество отменное! 😇сколько салонов обошли в Иркутске, ничего не подходило не по размерам дивана не по цвету. Менеджеры салона Moon нам помогли и с цветом и с размером дивана, мы очень рады выбору! Спасибо вам огромное! Продаж вам и процветания! Советую всем! 👍",,,Yandex,5.0,покупали в этом салоне диван хочу сказать большое спасибо фабрике качество отменное сколько салонов обошли в иркутске ничего не подходило не по размерам дивана не по цвету менеджеры салона нам помогли и с цветом и с размером дивана мы очень рады выбору спасибо вам огромное продаж вам и процветания советую всем,338,Мягкая мебель,positive,Качество,unknown
Старт,"3,3",4 оценки,"Академическая ул., 31","104.302164,52.233870",1.0,Евгений Г.,Знаток города 8 уровня,4.0,21 апреля 2020,Отличный ТЦ,,,Yandex,4.0,отличный тц,11,Другое,positive,Другое,unknown
Prodivani,"4,2",5 оценок,"Академическая ул., 31","104.302500,52.234066",2.0,Михаил Б.,Знаток города 11 уровня,5.0,24 апреля 2022,"Заботливый персонал сообщил о скидках. Купил кресло. Доставка, упаковка, сроки, качество - все на уровне. Доволен.",,,Yandex,5.0,заботливый персонал сообщил о скидках купил кресло доставка упаковка сроки качество все на уровне доволен,114,Мягкая мебель,positive,Сервис/Доставка,fast
Prodivani,"4,2",5 оценок,"Академическая ул., 31","104.302500,52.234066",2.0,Анна Лобачёва,Знаток города 3 уровня,5.0,17 сентября 2020,Диваны супер🤩 по отличным ценам! 💣💯👍👍👍,,1.0,Yandex,5.0,диваны супер по отличным ценам,38,Мягкая мебель,positive,Другое,unknown
Боард,"3,9",10 оценок,"ул. Тухачевского, 25","104.164244,52.363456",4.0,Наталия Б.,Знаток города 7 уровня,5.0,18 июня 2020,"Хороший магазин. Большой выбор, цены замечательные. Персонал отличный, профи . Брала там кровать. Отлично!",,1.0,Yandex,5.0,хороший магазин большой выбор цены замечательные персонал отличный профи брала там кровать отлично,106,Другое,positive,Другое,unknown
Боард,"3,9",10 оценок,"ул. Тухачевского, 25","104.164244,52.363456",4.0,Евгений Гузенко,Знаток города 12 уровня,5.0,4 октября 2021,Хорошее соотношение цены и качества,,,Yandex,5.0,хорошее соотношение цены и качества,35,Другое,positive,Качество,unknown
Боард,"3,9",10 оценок,"ул. Тухачевского, 25","104.164244,52.363456",4.0,ирина з.,Знаток города 8 уровня,1.0,26 марта 2020,"Мебель дешевая, но отвратительного качества! Далеко не по госту сделана. Не советую.",,1.0,Yandex,1.0,мебель дешевая но отвратительного качества далеко не по госту сделана не советую,84,Другое,negative,Качество,unknown
Боард,"3,9",10 оценок,"ул. Тухачевского, 25","104.164244,52.363456",4.0,Александр М.,Знаток города 11 уровня,4.0,5 мая 2020,Мебельный магазин со средним ассортиментом .,,1.0,Yandex,4.0,мебельный магазин со средним ассортиментом,44,Другое,neutral,Другое,unknown
Moon,"3,0",4 оценки,"ул. Сергеева, 3, корп. 4","104.223000,52.267700",2.0,Олеся Ч,Знаток города 2 уровня,5.0,26 августа 2022,"Купили с мужем угловой диван Квадро в салоне ""Moon"" на Сергеева, диван очень понравился всей нашей семье, удобный и супер комфортный и обслуживание было на высоте, улыбчивые и внимательные менеджеры, приятно с такими общаться. Мы долго не могли определиться с моделью, у них большой ассортимент стильных современных дизайнов и хорошие скидки. Нам ещё нужен второй диван в детскую, обязателно придём за ним в этот салон!)",,,Yandex,5.0,купили с мужем угловой диван квадро в салоне на сергеева диван очень понравился всей нашей семье удобный и супер комфортный и обслуживание было на высоте улыбчивые и внимательные менеджеры приятно с такими общаться мы долго не могли определиться с моделью у них большой ассортимент стильных современных дизайнов и хорошие скидки нам ещё нужен второй диван в детскую обязателно придём за ним в этот салон,420,Мягкая мебель,positive,Другое,slow
Moon,"3,0",4 оценки,"ул. Сергеева, 3, корп. 4","104.223000,52.267700",2.0,Юлия Бутакова,Знаток города 2 уровня,1.0,29 ноября 2021,"Недобросовестный ИП, в случае возникновения проблем по возврату товара, который заказывается согласно каталогам фабрики-производителя, не соблюдает ФЗ о защите прав потребителя, отправляя решать все проблемы с фабрикой, с которой у покупателя нет никаких финансовых отношений. 
Чеки и согласно 54ФЗ не выдают, кассовые оборудование неисправно. Дают только квитанции к приходному кассовому ордеру ""на дурака"". Делайте выводы, будующие покупатели связываясь с данным ИП. Не советую",,,Yandex,1.0,недобросовестный ип в случае возникновения проблем по возврату товара который заказывается согласно каталогам фабрикипроизводителя не соблюдает фз о защите прав потребителя отправляя решать все проблемы с фабрикой с которой у покупателя нет никаких финансовых отношений чеки и согласно фз не выдают кассовые оборудование неисправно дают только квитанции к приходному кассовому ордеру на дурака делайте выводы будующие покупатели связываясь с данным ип не советую,479,Другое,negative,Другое,unknown
Дятьково,"4,0",5 оценок,"Партизанская ул., 63","104.306973,52.277562",2.0,Елена Куюкова,Знаток города 10 уровня,1.0,17 декабря 2023,"Продавцам ,такта необходимо.",,,Yandex,1.0,продавцам такта необходимо,28,Другое,neutral,Другое,unknown
Дятьково,"4,0",5 оценок,"Партизанская ул., 63","104.306973,52.277562",2.0,OgoVio,Знаток города 5 уровня,5.0,14 ноября 2018,классная мебель,1.0,,Yandex,5.0,классная мебель,15,Другое,positive,Другое,unknown
Сарма,"4,1",16 оценок,"Трактовая ул., 35/3","104.235521,52.328935",5.0,Татьяна Ханаева,Знаток города 2 уровня,5.0,12 февраля 2023,"Покупали матрас. Очень приятная и внимательная консультант Лариса Геннадьевна. Подобрали по размеру и оформили покупку очень быстро. Изготовили тоже быстро. Общение с менеджером отдела логистики тоже было комфортным. Доставке особый респект: вовремя, вежливо, подняли на 4 этаж. От покупки остались только приятные впечатления.",,,Yandex,5.0,покупали матрас очень приятная и внимательная консультант лариса геннадьевна подобрали по размеру и оформили покупку очень быстро изготовили тоже быстро общение с менеджером отдела логистики тоже было комфортным доставке особый респект вовремя вежливо подняли на этаж от покупки остались только приятные впечатления,327,Матрасы,neutral,Сервис/Доставка,fast
Сарма,"4,1",16 оценок,"Трактовая ул., 35/3","104.235521,52.328935",5.0,Кирилл Манухин,Знаток города 3 уровня,1.0,4 ноября 2020,"Покупали спальный гарнитур, пришли полки с сломаными углами. Не хватает пакета фарнитуры. Писали претензию, на что руководство ответило ""нужно было каждую коробку вскрывать и смотреть при получение"". Сервисом не доволен, всем советую пройти мимо ""Сармы"" .",,,Yandex,1.0,покупали спальный гарнитур пришли полки с сломаными углами не хватает пакета фарнитуры писали претензию на что руководство ответило нужно было каждую коробку вскрывать и смотреть при получение сервисом не доволен всем советую пройти мимо сармы,255,Корпусная мебель,positive,Сервис/Доставка,unknown
Сарма,"4,1",16 оценок,"Трактовая ул., 35/3","104.235521,52.328935",5.0,Анонимный отзыв,,1.0,18 января 2019,"Покупали матрац. На протяжении всей покупки не пропадало ощущение, что мы чего то должны сотрудникам этого магазина. Пришлось даже напомнить, что мы люди которые готовы расстаться со своими деньгами, ну и хотели бы получить хоть какой-то. Нам постоянно навязывали какую-то «натуральность» за какие-то неадекватные деньги абсолютно не интересуясь нашими задачами, потребностями. Нет времени перечислять все детали покупки. В результате купили матрац за 5 тр., а через месяц увидели такой же того же производителя за 2.5 тр. В другом магазине. Да не против платить больше, но это как должно соответствовать сервису..",3.0,,Yandex,1.0,покупали матрац на протяжении всей покупки не пропадало ощущение что мы чего то должны сотрудникам этого магазина пришлось даже напомнить что мы люди которые готовы расстаться со своими деньгами ну и хотели бы получить хоть какойто нам постоянно навязывали какуюто натуральность за какието неадекватные деньги абсолютно не интересуясь нашими задачами потребностями нет времени перечислять все детали покупки в результате купили матрац за тр а через месяц увидели такой же того же производителя за тр в другом магазине да не против платить больше но это как должно соответствовать сервису,614,Другое,neutral,Сервис/Доставка,slow
Сарма,"4,1",16 оценок,"Трактовая ул., 35/3","104.235521,52.328935",5.0,Алексей Михалев,Знаток города 8 уровня,5.0,2 февраля 2020,"Хороший выбор комплектующих и тканей для мебели, можно купить в розницу.",2.0,1.0,Yandex,5.0,хороший выбор комплектующих и тканей для мебели можно купить в розницу,72,Другое,positive,Другое,unknown
Сарма,"4,1",16 оценок,"Трактовая ул., 35/3","104.235521,52.328935",5.0,Сл,Знаток города 8 уровня,5.0,3 июля 2019,"Много всего для мебели, покупал потолок. +5",1.0,1.0,Yandex,5.0,много всего для мебели покупал потолок,43,Другое,neutral,Другое,unknown
Мебель в дом,"3,3",3 оценки,"ул. Сергеева, 3Б/1","104.221775,52.266841",2.0,Оксана Попова,Знаток города 7 уровня,1.0,29 февраля,"Заказывала кухню в октябре, очень пожалела о своём решении. Одну звезду даже не дашь, но отзыв не отправится. Очень понравилась кухня. Марина не слышит абсолютно заказчика, почему-то решила, что у меня нет денег на хорошую кухню. Сейчас уже понимаю надо было уйти, но такую кухню по городу нигде не видела, итог заказали нам шкафы одного поставщика качество очень низкое у фабрики, а фасады от другого собственно того которого я и хотела всю кухню . Об этом узнала только во время сборки. Итог фасады для хилых шкафов оказались тяжёлыми, отверстия не подходят нужно высверливать другие., = куча дыр. Глубина шкафов на 10 см меньше, это вообще как?! Это при том, что Марина уточнила какая, будет духовка и варочная поверхность. Фасады вообще не верно заказала вместо 50 и 40, один на 60😯, стекло просто не заказано, кое как 7 февраля довезли стекло., Качество желает лучшего. Ольга как бы ""Я всегда на связи"", но по факту ни фига. Назад они отказались забирать, хотя как выяснилось обязаны были. Если бы не заболела написала бы на них заявление. И да у вас нет полной информации какие шкафы будут глубиной и какой стоимостью. Это в договоре не указывается. Втюхают ручки стоимостью 70 руб за 200р, это при том, что они абсолютно не подходят по размеру, мне предложили просверить новые отверстия на новом фасаде, это при том, что поставщик комплектует у своим фасадам ручками, они их просто вытаскивают. Под вытяжку вообще не тот шкаф🙈Попросила скруглить столешницу в итоге мне её вырезали так, что только на выброс, назад они её тоже не приняли. Фартук весь в коцках. Компенсировать они не захотели., ни скидку. Вообще на контакт не шли. 2 шкафа я нашла куда дома поставить. В итоге пришлось самостоятельно докупать шкафы. Если вы хотите кухню без проблем обходите этот магазин стороной. Да, если бы был склочный характер можно было бы разнести эту шарашкину контору. Возможно если бы так надолго не заболела удалось вернуть бы им кухню на минуточку без техники 107000 р",,,Yandex,1.0,заказывала кухню в октябре очень пожалела о своём решении одну звезду даже не дашь но отзыв не отправится очень понравилась кухня марина не слышит абсолютно заказчика почемуто решила что у меня нет денег на хорошую кухню сейчас уже понимаю надо было уйти но такую кухню по городу нигде не видела итог заказали нам шкафы одного поставщика качество очень низкое у фабрики а фасады от другого собственно того которого я и хотела всю кухню об этом узнала только во время сборки итог фасады для хилых шкафов оказались тяжёлыми отверстия не подходят нужно высверливать другие куча дыр глубина шкафов на см меньше это вообще как это при том что марина уточнила какая будет духовка и варочная поверхность фасады вообще не верно заказала вместо и один на стекло просто не заказано кое как февраля довезли стекло качество желает лучшего ольга как бы я всегда на связи но по факту ни фига назад они отказались забирать хотя как выяснилось обязаны были если бы не заболела написала бы на них заявление и да у вас нет полной информации какие шкафы будут глубиной и какой стоимостью это в договоре не указывается втюхают ручки стоимостью руб за р это при том что они абсолютно не подходят по размеру мне предложили просверить новые отверстия на новом фасаде это при том что поставщик комплектует у своим фасадам ручками они их просто вытаскивают под вытяжку вообще не тот шкафпопросила скруглить столешницу в итоге мне её вырезали так что только на выброс назад они её тоже не приняли фартук весь в коцках компенсировать они не захотели ни скидку вообще на контакт не шли шкафа я нашла куда дома поставить в итоге пришлось самостоятельно докупать шкафы если вы хотите кухню без проблем обходите этот магазин стороной да если бы был склочный характер можно было бы разнести эту шарашкину контору возможно если бы так надолго не заболела удалось вернуть бы им кухню на минуточку без техники р,1969,Корпусная мебель,positive,Качество,slow
Мебель в дом,"3,3",3 оценки,"ул. Сергеева, 3Б/1","104.221775,52.266841",2.0,mr111mr99,Знаток города 5 уровня,5.0,21 июня 2022,"Всем привет!
Мне сделали кухню за две недели.
Собрали за день, мастер был Андрей.
Консультант - Марина, иногда заменяла Ольга.
Отвечали в любое время дня и ночи, и подбирали комфортное для меня ( я всегда была на связи только вечером).
Кухня шикарная, ожидания полностью оправданы 10/10.
Качество на высоте.
Спасибо!!!",1.0,,Yandex,5.0,всем привет мне сделали кухню за две недели собрали за день мастер был андрей консультант марина иногда заменяла ольга отвечали в любое время дня и ночи и подбирали комфортное для меня я всегда была на связи только вечером кухня шикарная ожидания полностью оправданы качество на высоте спасибо,318,Кухня,positive,Качество,unknown
М-Торг,"4,0",11 оценок,"ул. Розы Люксембург, 202В","104.146039,52.362423",4.0,Ирина Снегирёва,Знаток города 6 уровня,5.0,16 марта 2022,"Спасибо большое салону ""Мебель Торг"" за качественную мебель, адекватные цены и хорошее обслуживание! Долго искали определённый стол, нашли именно здесь!",1.0,1.0,Yandex,5.0,спасибо большое салону мебель торг за качественную мебель адекватные цены и хорошее обслуживание долго искали определённый стол нашли именно здесь,152,Корпусная мебель,positive,Качество,slow
